ASV_name	08_2016_F4_1	08_2016_F4_2	09_2016_F4_1	09_2016_F4_2	10_2016_F4	11_2016_F4	12_2016_F4	01_2017_F4	02_2017_F4_1	02_2017_F4_2	03_2017_F4_2	03_2017_F4_3	03_2017_F4_4	04_2017_F4_1	04_2017_F4_2	05_2017_F4_1	05_2017_F4_2	06_2017_F4_1	06_2017_F4_2	07_2017_F4_1	07_2017_F4_2	07_2017_F4_3	08_2017_F4_1	08_2017_F4_2	09_2017_F4_1	09_2017_F4_2	10_2017_F4	11_2017_F4	12_2017_F4	01_2018_F4	02_2018_F4_1	02_2018_F4_2	03_2018_F4_1	03_2018_F4_2	03_2018_F4_3	04_2018_F4_1	04_2018_F4_2	04_2018_F4_3	04_2018_F4_4	05_2018_F4_1	05_2018_F4_2	06_2018_F4_1	06_2018_F4_2	06_2018_F4_3	07_2018_F4_1	07_2018_F4_2	08_2018_F4_1	08_2018_F4_2	09_2018_F4_1	09_2018_F4_2	10_2018_F4_1	10_2018_F4_2	11_2018_F4_1	11_2018_F4_2	12_2018_F4_1	12_2018_F4_2	01_2019_F4_1	01_2019_F4_2	02_2019_F4	03_2019_F4_1	03_2019_F4_2	04_2019_F4_1	04_2019_F4_2	05_2019_F4_1	05_2019_F4_2	06_2019_F4_1	06_2019_F4_2	07_2019_F4_1	07_2019_F4_2	07_2019_F4_3	07_2019_F4_4	08_2019_F4_1	08_2019_F4_2	09_2019_F4_1	10_2019_F4_1	10_2019_F4_2	11_2019_F4_1	11_2019_F4_2	12_2019_F4_1	12_2019_F4_2	01_2020_F4_1	01_2020_F4_2	02_2020_F4_1	02_2020_F4_2	03_2020_F4_1	03_2020_F4_2	04_2020_F4_1	04_2020_F4_2	05_2020_F4_1	05_2020_F4_2	06_2020_F4_1	06_2020_F4_2	07_2020_F4_1	07_2020_F4_2	08_2020_F4	09_2020_F4_1	09_2020_F4_2
mic_asv623	0.00016176	0.000107322	7.32E-05	0.000212301	0.000149828	4.78E-05	2.69E-05	0	0	4.21E-05	0	0	0	8.85E-05	4.78E-05	2.52E-05	0.000101453	0.000117875	6.95E-05	0.00043125	6.58E-05	0.00037864	0.000114995	0.000786687	0.000449275	6.39E-05	2.56E-05	5.23E-05	1.96E-05	4.63E-05	1.86E-05	0	2.45E-05	2.05E-05	1.75E-05	3.49E-05	0	7.13E-05	1.14E-05	0	0	0	0	3.58E-05	6.18E-05	0.002674079	0.000170189	5.71E-05	7.31E-05	0.000166114	0.000555852	0.000569885	0.000529758	0.000977684	0.000712277	0.0003021	0.000557967	0	0	0	0	0	0	1.57E-05	0.000254805	0.000113162	8.82E-05	0	4.42E-05	4.53E-05	0	0	0.001467295	2.86E-05	2.08E-05	2.69E-05	0	1.22E-05	8.69E-06	2.75E-05	0	8.03E-05	1.05E-05	4.87E-06	1.43E-05	0	0	0	0	4.11E-06	0	2.53E-06	0	0	0	2.97E-05	0.000181045
mic_asv624	1.24E-05	2.82E-05	2.20E-05	0	0.000158151	6.38E-05	0.000295551	0.001049318	0.000830443	0.000967606	0.000699066	0.000472757	0.001478634	0.000230093	0.000416127	0.000189344	1.13E-05	3.68E-05	0	1.51E-05	0	0	0	1.51E-05	0	3.19E-05	6.40E-05	0.000222475	0.000470266	0.000926398	0.000855814	0.001391567	0.001200127	0.001374641	0.000876516	0.000803746	0.000905609	0.000582536	6.84E-05	0	1.50E-05	0	0	8.96E-06	0	0	0	0	1.22E-05	7.87E-05	9.26E-05	2.48E-05	0.000383618	0	0.000602696	0.000285316	4.13E-05	0.000125355	0.000370194	0.000239885	0.000383933	0.000466379	0.00070474	0.000376111	3.64E-05	2.26E-05	2.94E-06	0	2.21E-05	0.000110048	0	1.14E-05	0	5.24E-05	8.31E-05	9.41E-05	0.000154467	0.000103609	5.21E-05	8.26E-05	0.000326293	0.000262366	0.00033467	0.000214284	0.000142953	0.000174227	0.000241677	0.000239005	1.51E-05	0	0	0	0	0	1.23E-05	1.49E-05	1.29E-05
mic_asv625	0	0	0	0	0	3.19E-05	6.27E-05	7.24E-06	0.000195398	0.000105175	0.000201654	8.47E-05	6.72E-05	0.000159295	0.000191009	3.79E-05	0	2.21E-05	1.16E-05	0	0	0	0	0	0	0	0	3.93E-05	0.000235133	0.00016212	0.000297674	0.000570039	0.000244924	0.000102585	0.000315546	0.000174727	0.00047728	0.000439874	2.28E-05	8.51E-06	1.50E-05	0	0	0	0	0	0	0	0	4.37E-05	2.14E-05	0	0.000127873	0	9.13E-05	6.71E-05	0.000764621	0.000626773	5.29E-05	0.000133269	0.001389473	0.000676775	0.000161829	0.000282083	0.000218404	7.92E-05	5.88E-06	0	1.66E-05	1.29E-05	0	0	0	4.76E-06	0	8.96E-06	6.44E-06	2.44E-05	3.48E-05	8.26E-05	0.000222473	0.000251657	0.000167335	0.000165583	0.000257316	0.000143481	6.04E-05	3.56E-05	1.51E-05	0	0	0	0	0	0	0	0
mic_asv626	0	0	2.93E-05	0	5.83E-05	0.0001914	0.000394067	0.00013026	0.000781593	0.000420698	0.000806614	0.000783223	0.000725875	0.000265491	0.000654888	0.000454425	0.000428357	0.000213648	0.000162106	2.27E-05	1.10E-05	0	0	0	0	7.98E-05	0.000127979	0.000183215	0.000391888	0.000370559	0.00052093	0.000502976	0.000832741	0.000738613	0.000876516	0.000419346	0.000795467	0.000439874	0.000125313	0.000204219	5.24E-05	1.61E-05	1.99E-05	2.69E-05	0	7.04E-05	0	0	0	0.000113657	9.98E-05	4.96E-05	0.000228344	3.67E-05	0.000182635	0.000335666	0.001157264	0.000391733	0.000669875	0.000373154	0.000347368	0.001023929	0.000511589	0.00073655	0.000327606	0.000181059	0.000107656	1.82E-05	6.08E-05	9.06E-05	0	0	0	4.76E-06	2.49E-05	4.03E-05	7.08E-05	5.49E-05	0.000139064	0	8.90E-05	0.000251657	0.000156877	0.000141233	0	4.10E-05	6.04E-05	0.000335623	0.000257012	4.93E-05	4.52E-05	1.01E-05	2.30E-05	0	2.46E-05	0	0
mic_asv627	1.24E-05	1.69E-05	4.39E-05	3.03E-05	0.000224742	0.000988899	0.000528409	0.000441437	0.000781593	0.000631048	0.000699066	0.000966681	7.39E-05	0.000123896	0.000668531	0.000454425	0.000360722	0.000397828	0.000463161	0.000128618	1.10E-05	0.000183583	0	0.000151286	0	0.000207601	0.000652691	0.000615079	0.000431077	0.000231599	0.000297674	0	0.000563325	0.000656545	0.00054344	0.000366928	0.000330425	0.000118885	4.56E-05	9.36E-05	1.50E-05	8.07E-06	9.93E-06	0	0	0	0	0	1.22E-05	0.000804343	0.000199537	0.000619441	0.000255745	0.001417642	0.000219162	0.000654549	0.00171523	0.00023504	1.76E-05	0.000506424	0.000694736	0.00021741	0.000292337	0.00025074	0.000254805	0.000181059	8.53E-05	1.82E-05	0.000149198	0.000453139	2.07E-05	0	0	3.81E-05	8.31E-05	0.000120941	0.000289626	0.000127987	0.000182521	8.26E-05	2.97E-05	0.000685364	0.000496776	0.000691553	0.000943491	0.000553426	0.000498459	0.000859399	2.02E-05	8.22E-06	0.000257643	9.87E-05	0.000114754	5.78E-06	1.23E-05	0	0.000142249
mic_asv628	0.005369186	0.00115795	0.000168404	0.00037911	4.16E-05	0	2.69E-05	0	9.77E-05	0	0	0	0	0	0	0	0	1.47E-05	1.16E-05	0	1.10E-05	1.15E-05	0	1.51E-05	3.46E-05	0	0	5.23E-05	5.88E-05	4.63E-05	1.86E-05	0	0	0	0	0	2.45E-05	1.19E-05	0	8.51E-06	7.49E-06	8.07E-06	1.99E-05	2.69E-05	2.47E-05	0	0.000236373	0.001071077	0.000487419	0.000437143	0.000149653	1.24E-05	3.65E-05	0.000171095	5.48E-05	0	4.13E-05	0.000141024	0	0	9.14E-05	0	0	3.13E-05	0	0	0	0	3.04E-05	0	2.07E-05	2.28E-05	0	0.000280875	7.89E-05	0.000170214	0.000579251	0.000127987	6.95E-05	0.000523118	0.000126068	0.000149923	0.00013596	0.000112012	2.86E-05	0.000122984	6.04E-05	2.54E-05	2.02E-05	2.47E-05	9.04E-06	2.03E-05	0.00028459	0.000213696	0.000313322	0.000297095	6.47E-05
mic_asv629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24E-05	8.22E-05	0	0.131424188	0.006109125	0	6.27E-05	1.76E-05	0.001945733	0.00021939	0	0	0	0	0	2.35E-06	0	0	6.47E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mic_asv630	3.11E-05	1.69E-05	5.86E-05	0.000121315	0.000233065	0.00014355	0.000304507	7.24E-06	0	0.000105175	4.03E-05	6.35E-05	0.000141142	3.54E-05	0.000109148	0.000100983	0.000191634	0.000272586	0.000266318	0.000181579	6.58E-05	9.18E-05	0.000114995	0.000272315	0.000241917	0.000255509	0.000255957	0.000274822	0.000254727	9.26E-05	0.000111628	8.38E-05	0.000195939	4.10E-05	3.51E-05	5.24E-05	4.90E-05	0.000106996	1.14E-05	0.000127637	2.25E-05	2.42E-05	8.94E-05	0.00010753	9.89E-05	0.000633335	3.78E-05	5.71E-05	0.000329007	0.000332229	0.000755389	0.000371664	0.000557159	0.000305526	9.13E-05	0	0.000289316	0	0.000916671	8.00E-05	0	0.000161304	4.70E-05	9.40E-05	0.000218404	0.00038475	0.000435329	0.000194459	0.000364705	0.000381931	0.000113783	0.000102748	0.000154452	0.000228508	0.000444361	0.000425534	0.0002317	0.000316921	0.000373734	0.000192728	0.000207641	0.000171341	0.000219627	0.000204544	0.000257316	0.000204973	7.55E-05	0.00037122	9.07E-05	0.000205483	0.000858811	0.000673332	0.00026164	0.000323432	0.000178163	0.000185684	0.000349157
mic_asv631	1.24E-05	4.52E-05	2.20E-05	1.52E-05	8.32E-05	0.000637999	0.000259726	0.000383544	0.000537346	0.000925536	0.000833501	0.000550373	0.000934228	0.00030089	0.000764036	0.000454425	0.000202906	0.000103141	3.47E-05	7.57E-06	0	0	0	3.03E-05	5.18E-05	7.98E-05	0.000191968	0.000392603	0.000333105	0.000324239	0.000427907	0.000150893	0.000342894	0.000184653	0.000596031	0.000262091	0.000440566	0.000463651	0.00015949	4.25E-05	7.49E-06	0	0	0	0	0	9.45E-06	0	1.22E-05	0.000306	0.000277926	0.000185832	0.000538892	0	0.000383534	0.000654549	8.27E-05	0.0013789	0.000458336	0.000693001	0.001535733	0.000112211	0.001299854	0.000767893	0.000218404	0.000181059	0.000125892	1.82E-05	8.57E-05	0.000336618	1.03E-05	0	0	8.57E-05	0.000124587	0.000340427	0.000283189	0.000231596	0.000199904	0.000266148	0.000207641	0.000299847	0.000240544	0.000472399	0.000385973	0.000348453	0.000951604	0.001108574	0.000176381	4.93E-05	4.07E-05	2.28E-05	9.18E-06	0	3.07E-05	2.23E-05	1.29E-05
mic_asv632	1.87E-05	5.65E-06	7.32E-06	0	2.50E-05	0.0001914	0.000429892	0.000434201	0.000146549	0.000378629	0.001035155	0.000423364	0.000450311	0.000424786	0.000259226	0.00021459	3.38E-05	0.000272586	8.11E-05	7.57E-06	0	1.15E-05	0	0	0	6.39E-05	5.12E-05	0.000235562	3.92E-05	0.000370559	0.000372093	0.000435912	0.000293909	0.000430858	0.000210364	0.000157255	0.000367139	8.32E-05	1.14E-05	1.70E-05	7.49E-06	0	0	0	0	0	0	0	0	0.000306	1.43E-05	0.000111499	0.000255745	6.11E-05	0.000347007	0.000318883	0.00022732	1.57E-05	0.00010577	0.000426462	0.000457063	0.000676775	0.000271455	0.000109699	0	6.79E-05	8.29E-05	6.08E-06	5.25E-05	0.00026541	5.17E-05	1.14E-05	0	6.66E-05	8.31E-05	0.000349386	0.000682229	0.000511949	0.000573639	0.000642426	0.000711913	0.001172615	0.001443266	0.001758103	0.001972753	0.000953123	0.001223491	0.000462753	0.000100789	8.22E-06	4.52E-05	2.53E-05	0	0	1.23E-05	0	2.59E-05
mic_asv633	7.47E-05	2.82E-05	8.79E-05	6.07E-05	0.000274684	0.00030305	0.000429892	0.000202627	0.000195398	0.000147244	0.00018821	0.000183458	2.02E-05	0.000230093	8.19E-05	0.000138852	0.000247996	0.000221016	0.000289476	0.000174013	9.87E-05	3.44E-05	1.44E-05	0.000121029	5.18E-05	0.000223571	0.000230362	0.000497298	0.00031351	0.000324239	0.000204651	0.000150893	0.000293909	0.000123102	0.000157773	0.000157255	0.000159093	0.000178327	1.14E-05	3.40E-05	4.49E-05	4.03E-05	2.98E-05	3.58E-05	2.47E-05	3.52E-05	2.84E-05	0	1.22E-05	0.000174857	0.000114021	0.000470775	0.00036535	0.00034219	0.000474851	0.000184616	0.000330647	0.000579765	0	0.000213231	9.14E-05	9.82E-05	2.09E-05	0.000172384	0.000109202	0.000328169	0.000335909	0.000182305	0.00019893	0.000459612	0.000155159	4.57E-05	0	0.000104733	0.00012874	0.000241882	0.000167339	0.000176744	0.00017383	0.00014684	0.000237304	0.000187404	0.000188252	0.000209414	0.00021443	8.20E-05	3.02E-05	9.66E-05	0.000105829	0.000164386	0.000343525	0.000440451	0.000142295	0.00010396	0.000202738	0.000126265	0.000168113
mic_asv634	0	0	0	0	0	0	0.000143297	0	4.88E-05	0.000315524	0.000457081	0.000261074	0	0.000283191	0.000504809	0.000151475	3.38E-05	1.47E-05	0	0	0	0	0	0	0	0	0	9.16E-05	0.000117566	0.000440039	0.000334884	0.00020119	0.000440863	0.000738613	0.000753804	0.000559128	0.000636374	0.00039232	6.84E-05	8.51E-06	0	0	0	0	0	0	0	0	0	1.75E-05	0	0	0.000118739	0.000366632	0.000566169	0.001174832	0	0.001723625	0.001322122	0.001039501	0.001572298	0.001357057	0.001320735	0.000376111	7.28E-05	1.13E-05	1.06E-05	6.08E-06	4.14E-05	0.000116521	0	0	0	2.86E-05	0	0	0	6.09E-06	5.21E-05	9.18E-06	0.000200225	0.000171341	0.000444484	0.000292205	0.00045745	0.000102486	0.000332306	0.000279686	3.02E-05	0	0	0	0	0	0	0	0
mic_asv635	0.000311077	0.000242887	9.52E-05	1.52E-05	0	0	0	0	9.77E-05	0	0	0	0	0	6.82E-06	3.79E-05	3.38E-05	4.42E-05	0.000138948	0.000393421	0.002007173	0.00037864	7.19E-05	6.05E-05	0.000103679	1.60E-05	0	2.62E-05	1.96E-05	0	0	0	0	0	0	0	0	0	1.14E-05	2.55E-05	8.24E-05	0.000137111	0.001161832	0.001111141	0.000803948	0.000105556	0.000255283	0.000114248	2.44E-05	1.75E-05	0.000299305	0	0	0	0	0	0	0	3.53E-05	0	0	0	0	6.27E-05	0	5.66E-05	0.000151777	0.000340303	0.001113457	7.12E-05	0.001406775	0.00063932	0.000347517	0.000128536	4.98E-05	0.0001299	0.000128722	3.66E-05	3.48E-05	0.000119308	8.16E-05	5.35E-06	1.57E-05	4.38E-05	0	3.07E-05	4.53E-05	5.09E-05	2.52E-05	8.22E-06	5.88E-05	9.62E-05	7.80E-05	9.82E-05	3.07E-05	1.49E-05	1.29E-05
mic_asv636	1.24E-05	0	0	0	2.50E-05	3.19E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31E-05	0.000195944	4.63E-05	3.72E-05	0	0	0	0	0	6.12E-05	0	0	0	7.49E-06	0	0	0	0	0	0	0	0	1.75E-05	7.13E-06	2.48E-05	8.22E-05	0	0.000219162	0.000134266	0.000702625	0.000423071	0.000334938	2.67E-05	1.83E-05	7.01E-06	0	3.13E-05	0	0	4.59E-05	1.22E-05	6.35E-05	0.00053082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mic_asv637	1.87E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.03E-05	0	1.15E-05	0	0	0.000259197	0	0	0	7.84E-05	0	0	0	2.45E-05	0	3.51E-05	0	1.22E-05	0	2.28E-05	0	7.49E-06	4.03E-05	7.94E-05	8.96E-06	6.18E-05	0	0	0.000185653	0	0	0	0	0	0	0	0	0	0	0	0	0	7.01E-06	6.26E-05	9.40E-05	0	1.13E-05	4.12E-06	6.08E-06	1.66E-05	6.47E-06	1.03E-05	1.14E-05	0	0	0	2.69E-05	0	1.83E-05	0	0	0	6.96E-05	1.05E-05	0.000370127	0.000171544	0.000891631	0.000362516	0.000147471	0.000322525	8.22E-06	0.001007973	0.000293634	0.003644593	0.000213696	0	0	0
mic_asv638	3.11E-05	0.000288075	0.000212336	0.000151644	4.99E-05	4.78E-05	8.96E-06	0	0	0	0	0	0	0	0	0	1.13E-05	5.16E-05	0.000810532	0.000529605	0.000548408	0.000309796	7.19E-05	0	0	0	0	1.31E-05	0	0	0	0	0	0	0	0	0	0	0	0	7.49E-06	4.84E-05	0	7.17E-05	9.89E-05	0.000175926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.53E-05	0.002363719	0.001652903	0.000668626	0.000589081	0.001810189	0.00063932	0.000810873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000144642	3.29E-05	0.000105574	0.000283003	0.00025803	7.43E-05	3.88E-05
mic_asv639	0.0004044	0.000739958	0.0016694	0.000758219	0.000283008	0.00011165	8.96E-06	0	0	4.21E-05	1.34E-05	0	0	0	0	0	3.38E-05	2.21E-05	0.000208423	2.27E-05	9.87E-05	0.000263901	0.000215616	3.03E-05	0	9.58E-05	1.28E-05	1.31E-05	0	4.63E-05	3.72E-05	5.03E-05	9.80E-05	0	3.51E-05	5.24E-05	1.22E-05	7.13E-05	0	1.70E-05	5.24E-05	0.000201634	7.94E-05	0.000143373	0.000111316	0.000175926	0.000104004	0.000785456	0.000109669	0	7.13E-06	0	2.74E-05	0	0	0	0	0	0.000193911	0	0	3.16E-05	0	1.57E-05	0	2.26E-05	0.000210605	0.00046184	0.00033155	0.000589081	0.000941298	0.000171247	0	0.000285635	0.000211798	1.34E-05	1.29E-05	0	1.74E-05	9.18E-05	7.42E-06	0	1.57E-05	9.74E-06	0	0	7.55E-05	5.09E-06	1.01E-05	4.11E-06	3.16E-05	1.77E-05	0.00027541	0.000254125	0.000270317	0.000631327	0.001267312
mic_asv641	0	0	0	0	0	1.59E-05	8.06E-05	0.000246047	0.000439646	0.000336559	0.000268871	0.000747943	0.000477195	0.000353989	0.000143257	0.000151475	7.89E-05	8.84E-05	6.95E-05	0	0	0	0	0	0	0	0	2.62E-05	0.00017635	0.000231599	0.000297674	0	0.000293909	0.001087403	0.000788865	0.00050671	0.000685325	0.000273435	0.000318979	0.000246764	7.49E-05	2.42E-05	4.97E-05	0	0	0	0	0	0	3.50E-05	0	0	0.000100471	0	0.000566169	0.001141265	0.001095268	0	0.001128211	0.002212271	0.000310803	0.000673268	0.001618292	0.000705208	0.000182003	0.000192375	4.47E-05	6.08E-05	1.93E-05	0	0	0	0	0	0	0	6.44E-06	8.53E-05	6.95E-05	3.67E-05	8.90E-05	0.000283784	0.000235315	0.000438308	0.000271611	0.000307459	0.000347411	0.000361049	7.06E-05	3.70E-05	6.33E-05	7.59E-06	4.59E-06	0	0	0	0
mic_asv642	0	0	0	0	0	0	0.000152253	0.000361834	0	0.000210349	0.000134436	0.000261074	0	0.000353989	0.00011597	7.57E-05	0.000101453	5.16E-05	2.32E-05	0	0	0	1.44E-05	0	0	1.60E-05	1.28E-05	5.23E-05	0.000274322	0.000208439	0.000390698	0.000335317	0.000269416	0.000143619	0.000192834	0.000349455	0.000318187	0.00023777	4.56E-05	4.25E-05	7.49E-06	2.42E-05	0	0	0	0	0	0	0	4.37E-05	0	0	1.83E-05	0.001246548	0.000273953	0.0001007	0.000247985	1.57E-05	0.00051122	0.000186577	0.00014626	0.000234943	0.00017227	0.000203727	3.64E-05	4.53E-05	4.71E-06	0	3.32E-05	0	0	0	0	0	0	8.96E-06	4.51E-05	7.31E-05	0.000338968	6.42E-05	0.000533935	0.001113717	0.000946489	0.000267855	0.000200134	0.000286962	0.00040783	0.000574628	0.000136065	2.88E-05	1.36E-05	2.53E-06	4.59E-06	0	0	0	0
mic_asv643	0.000479058	0.000745607	0.000549145	0.000591411	0.000582663	0.000319	0.000223902	0.00019539	4.88E-05	0	1.34E-05	9.88E-05	0.000154584	0.000230093	0.000122791	2.52E-05	0.000157816	3.68E-05	5.79E-05	0.00019671	0.000164522	8.03E-05	0.000301863	0.000484115	0.000431995	0.000399233	0.000217564	0.000261736	0.000117566	4.63E-05	7.44E-05	0.000117361	7.35E-05	0	3.51E-05	0.000122309	1.22E-05	1.19E-05	1.14E-05	1.70E-05	2.25E-05	2.42E-05	5.96E-05	3.58E-05	2.47E-05	3.52E-05	0.000236373	0.00014281	0.000633644	0.0005508	0.000213789	0.000173443	0.000274013	0	7.31E-05	0.00025175	0	0	0	0	0	0.000147277	0	0.000109699	0	0.000169743	0.000187662	0.000164075	0.000102228	0.000116521	0.000268942	0.000251162	3.86E-05	0.000471298	0.000627089	0.000546475	0.000495582	0.000255974	7.82E-05	1.84E-05	0.000148315	0.000128506	0.000115043	0.000155843	0	0.000245967	0.000120839	8.64E-05	2.02E-05	7.81E-05	0.000131082	0.000468295	0.00027541	0.000334983	0.000178163	0.000297095	0.000349157
mic_asv644	0	0	7.32E-06	3.03E-05	6.66E-05	0.0002233	9.85E-05	0.00017368	0.000146549	6.31E-05	9.41E-05	0.000112897	0	7.08E-05	9.55E-05	8.84E-05	4.51E-05	5.16E-05	1.16E-05	0	0	0	0	6.05E-05	5.18E-05	9.58E-05	0.00017917	0.00036643	0.00031351	0.000393719	0.000297674	0.000167659	0.000318401	0.000533443	0.000403198	0.000279564	0.000318187	0.000225881	0.000113921	3.40E-05	3.74E-05	0	0	0	0	0	0	0	3.66E-05	0.000201086	4.99E-05	0.000458386	0.000776369	0.002651969	0.000894912	0.000486716	0.001074602	0.000830474	0.000299681	0.001465963	0.000255956	0.000410273	0.000448946	0.000235069	0	2.26E-05	4.29E-05	1.82E-05	0.00013262	0.000692655	2.07E-05	0	0	0.000180902	0.000141199	0.000349386	0.000251009	0.000201123	0.000243362	0.00033039	0.000148315	0.000144569	0.000162106	0.000112012	0.000171544	0.000389448	0.00046825	0.000432242	0.000115908	1.23E-05	2.26E-05	2.53E-06	3.67E-05	0	7.37E-05	0	0.000142249
mic_asv646	2.49E-05	0.000259833	0.000117151	0.000151644	0	0	0	0	0	0	0	0	0	0	0	0.000782621	3.38E-05	2.95E-05	4.63E-05	0.000975986	0.000471631	8.03E-05	1.44E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.42E-05	0.000544584	7.49E-05	2.42E-05	0	0	1.24E-05	0.000211112	0	0	2.44E-05	0	5.70E-05	0	0	0	0	8.39E-05	0	0	0	0	0	0	0	0.000109699	3.64E-05	0.000260272	0.000494745	0.00258266	0.001143849	0.001055166	0.001106801	4.57E-05	3.86E-05	0.000104733	4.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.05E-05	0	0	4.52E-06	3.04E-05	0.000197377	0.000785478	0.000939965	0.000401078	2.59E-05
mic_asv647	0.000192868	0.000406695	0.001713332	0.000652068	8.32E-06	0.00023925	0	0	0	0	5.38E-05	8.47E-05	0	3.54E-05	5.46E-05	0	3.38E-05	0	1.16E-05	2.27E-05	4.39E-05	4.59E-05	0.000201242	0.000196672	0.000103679	7.98E-05	0.000127979	0.000196302	9.80E-05	2.32E-05	1.86E-05	0.000117361	2.45E-05	0.00020517	0.000157773	0.000104836	0	8.32E-05	1.14E-05	8.51E-06	3.00E-05	8.07E-06	9.93E-06	1.79E-05	2.47E-05	3.52E-05	5.67E-05	8.57E-05	9.75E-05	2.62E-05	0.001503652	4.96E-05	0.000118739	0	9.13E-05	0	0.000185989	0	7.05E-05	0	0	0	1.04E-05	0.000109699	0	1.13E-05	2.41E-05	3.65E-05	4.14E-05	0	2.07E-05	5.71E-05	0	0.000652201	0.000577255	0.001375146	0.001654084	0.000341299	9.56E-05	0.000394633	0.000163147	0.000240948	7.84E-05	0.000121752	0.00024302	9.22E-05	0.000120839	0.000167812	3.53E-05	4.93E-05	2.26E-05	2.03E-05	3.21E-05	6.93E-05	2.46E-05	7.43E-05	1.29E-05
mic_asv648	0	0	0	0	0	0	0	0	0.000341947	0.000210349	0.000322646	0.000239906	2.69E-05	0.000106197	0.000225118	2.52E-05	1.13E-05	7.37E-06	0	0	0	0	0	0	0	0	0	0	0	4.63E-05	3.72E-05	3.35E-05	0.000171447	0.000102585	0.000192834	0.000122309	0.00012238	4.76E-05	0	0	0	0	0	0	0	0	0	0	0	1.75E-05	0	0	0	0	0	0	2.07E-05	0	0	8.00E-05	0.000329086	0.000354167	5.22E-05	7.84E-05	0	0	1.18E-06	0	0	6.47E-06	0	0	0	0	0	4.48E-06	0	0	2.61E-05	0	3.71E-05	0	5.23E-05	0.000345776	0.000157248	0.000143481	0.000181258	6.61E-05	0	0	0	0	0	0	0	0	0
mic_asv649	6.22E-06	5.65E-06	0	0	9.99E-05	0.000590149	0.000537365	0.000318414	0.000830443	0.000567943	0.000524299	0.001354765	0.000537685	0.000230093	0.000825431	0.000454425	0.000146543	0.000110508	0.000104211	2.27E-05	0	1.15E-05	0	4.54E-05	1.73E-05	4.79E-05	0.000217564	0.000431864	0.000470266	0.000324239	0.000465116	0	0.000636802	0.000430858	0.000823925	0.000454291	0.000673088	0.000499316	0.000239234	0.000127637	0.000112349	1.61E-05	1.99E-05	1.79E-05	0	0	0	0	0	0.000131143	0.000235168	1.24E-05	0.000255745	0.000941021	0.000255689	0.000218183	0.001322587	0.000172362	0.000176283	8.00E-05	0.000365651	0.000620669	0.000313218	0.000219398	0.000291206	6.79E-05	4.00E-05	6.08E-06	3.59E-05	5.18E-05	0	0	0	3.81E-05	7.48E-05	8.51E-05	0.000180211	0.000164555	0.000217287	0.000201905	0.000430114	0.000460479	0.000758237	0.000121752	0.000171544	7.17E-05	0.000332306	0.000391561	9.57E-05	2.88E-05	3.62E-05	1.77E-05	2.75E-05	0	6.14E-06	0	5.17E-05
mic_asv651	6.84E-05	3.39E-05	6.59E-05	0.000181973	0.00019977	0.00020735	0.000519453	0.000202627	9.77E-05	0.000210349	0.000457081	0.000366916	0.000120979	0.000159295	0.000320622	0.000227212	0.000169088	0.000103141	0.000104211	3.78E-05	1.10E-05	6.88E-05	2.87E-05	6.05E-05	0	9.58E-05	6.40E-05	0.000536558	0.000235133	0.000416879	0.00052093	6.71E-05	0.000318401	0.000246204	0.000298016	0.000157255	0.000465042	0.000380432	4.56E-05	9.36E-05	1.50E-05	4.03E-05	1.99E-05	6.27E-05	2.47E-05	0	1.89E-05	0	1.22E-05	7.87E-05	2.85E-05	0	0.000182675	0.000586611	0.000456588	0.00025175	0.00022732	0	1.76E-05	0.000239885	0.000475346	0.000533004	4.18E-05	0.000172384	3.64E-05	0.000135794	9.18E-05	3.65E-05	4.14E-05	6.47E-05	1.03E-05	2.28E-05	3.86E-05	3.33E-05	4.57E-05	0.000152296	9.65E-05	0.000188933	0.000286819	0.000348745	0.000763823	0.000637175	0.000617048	0.00054058	0.000829128	0.000379199	0.000649508	0.000544117	0.000166302	5.34E-05	0.000135602	6.08E-05	7.34E-05	6.35E-05	4.91E-05	2.97E-05	3.88E-05
